Pick,Round,Team,Player,Season
97,9,314.l.731544.t.5,314.p.7867,2013
98,9,314.l.731544.t.3,314.p.24400,2013
99,9,314.l.731544.t.7,314.p.24869,2013
100,9,314.l.731544.t.9,314.p.6243,2013
101,9,314.l.731544.t.4,314.p.8825,2013
102,9,314.l.731544.t.11,314.p.6760,2013
103,9,314.l.731544.t.2,314.p.26681,2013
104,9,314.l.731544.t.6,314.p.25777,2013
105,9,314.l.731544.t.12,314.p.6663,2013
106,9,314.l.731544.t.10,314.p.24815,2013
107,9,314.l.731544.t.1,314.p.25885,2013
108,9,314.l.731544.t.8,314.p.24843,2013
109,10,314.l.731544.t.8,314.p.24057,2013
110,10,314.l.731544.t.1,314.p.8795,2013
111,10,314.l.731544.t.10,314.p.6770,2013
112,10,314.l.731544.t.12,314.p.8800,2013
113,10,314.l.731544.t.6,314.p.26561,2013
114,10,314.l.731544.t.2,314.p.7544,2013
115,10,314.l.731544.t.11,314.p.25806,2013
116,10,314.l.731544.t.4,314.p.8298,2013
117,10,314.l.731544.t.9,314.p.5448,2013
118,10,314.l.731544.t.7,314.p.24822,2013
119,10,314.l.731544.t.3,314.p.9294,2013
120,10,314.l.731544.t.5,314.p.100014,2013
121,11,314.l.731544.t.5,314.p.25723,2013
122,11,314.l.731544.t.3,314.p.24033,2013
123,11,314.l.731544.t.7,314.p.4269,2013
124,11,314.l.731544.t.9,314.p.25794,2013
125,11,314.l.731544.t.4,314.p.24164,2013
126,11,314.l.731544.t.11,314.p.9466,2013
127,11,314.l.731544.t.2,314.p.25939,2013
128,11,314.l.731544.t.6,314.p.6337,2013
129,11,314.l.731544.t.12,314.p.5046,2013
130,11,314.l.731544.t.10,314.p.9560,2013
131,11,314.l.731544.t.1,314.p.25715,2013
132,11,314.l.731544.t.8,314.p.9281,2013
133,12,314.l.731544.t.8,314.p.9276,2013
134,12,314.l.731544.t.1,314.p.9329,2013
135,12,314.l.731544.t.10,314.p.24935,2013
136,12,314.l.731544.t.12,314.p.25764,2013
137,12,314.l.731544.t.6,314.p.100023,2013
138,12,314.l.731544.t.2,314.p.8838,2013
139,12,314.l.731544.t.11,314.p.8561,2013
140,12,314.l.731544.t.4,314.p.23976,2013
141,12,314.l.731544.t.9,314.p.24889,2013
142,12,314.l.731544.t.7,314.p.100022,2013
143,12,314.l.731544.t.3,314.p.100033,2013
144,12,314.l.731544.t.5,314.p.26671,2013
145,13,314.l.731544.t.5,314.p.9284,2013
146,13,314.l.731544.t.3,314.p.9674,2013
147,13,314.l.731544.t.7,314.p.26652,2013
148,13,314.l.731544.t.9,314.p.25773,2013
149,13,314.l.731544.t.4,314.p.100009,2013
150,13,314.l.731544.t.11,314.p.27235,2013
151,13,314.l.731544.t.2,314.p.7149,2013
152,13,314.l.731544.t.6,314.p.7206,2013
153,13,314.l.731544.t.12,314.p.25755,2013
154,13,314.l.731544.t.10,314.p.24932,2013
155,13,314.l.731544.t.1,314.p.9372,2013
156,13,314.l.731544.t.8,314.p.8327,2013
157,14,314.l.731544.t.8,314.p.9271,2013
158,14,314.l.731544.t.1,314.p.23996,2013
159,14,314.l.731544.t.10,314.p.8416,2013
160,14,314.l.731544.t.12,314.p.24856,2013
161,14,314.l.731544.t.6,314.p.26748,2013
162,14,314.l.731544.t.2,314.p.8565,2013
163,14,314.l.731544.t.11,314.p.100016,2013
164,14,314.l.731544.t.4,314.p.26534,2013
165,14,314.l.731544.t.9,314.p.26650,2013
166,14,314.l.731544.t.7,314.p.7177,2013
167,14,314.l.731544.t.3,314.p.25880,2013
168,14,314.l.731544.t.5,314.p.8063,2013
169,15,314.l.731544.t.5,314.p.26682,2013
170,15,314.l.731544.t.3,314.p.25427,2013
171,15,314.l.731544.t.7,314.p.24053,2013
172,15,314.l.731544.t.9,314.p.100027,2013
173,15,314.l.731544.t.4,314.p.25730,2013
174,15,314.l.731544.t.11,314.p.4587,2013
175,15,314.l.731544.t.2,314.p.100019,2013
176,15,314.l.731544.t.6,314.p.7520,2013
177,15,314.l.731544.t.12,314.p.100024,2013
178,15,314.l.731544.t.10,314.p.6558,2013
179,15,314.l.731544.t.1,314.p.24844,2013
180,15,314.l.731544.t.8,314.p.7223,2013
