Pick,Round,Team,Player,Season
80,8,331.l.793441.t.7,331.p.100014,2014
81,9,331.l.793441.t.7,331.p.7867,2014
82,9,331.l.793441.t.2,331.p.100029,2014
83,9,331.l.793441.t.10,331.p.8565,2014
84,9,331.l.793441.t.3,331.p.9496,2014
85,9,331.l.793441.t.4,331.p.3727,2014
86,9,331.l.793441.t.5,331.p.100022,2014
87,9,331.l.793441.t.1,331.p.9283,2014
88,9,331.l.793441.t.8,331.p.9348,2014
89,9,331.l.793441.t.6,331.p.25798,2014
90,9,331.l.793441.t.9,331.p.24057,2014
91,10,331.l.793441.t.9,331.p.8561,2014
92,10,331.l.793441.t.6,331.p.9286,2014
93,10,331.l.793441.t.8,331.p.6783,2014
94,10,331.l.793441.t.1,331.p.26708,2014
95,10,331.l.793441.t.5,331.p.4269,2014
96,10,331.l.793441.t.4,331.p.26697,2014
97,10,331.l.793441.t.3,331.p.6663,2014
98,10,331.l.793441.t.10,331.p.6624,2014
99,10,331.l.793441.t.2,331.p.26658,2014
100,10,331.l.793441.t.7,331.p.25730,2014
101,11,331.l.793441.t.7,331.p.24860,2014
102,11,331.l.793441.t.2,331.p.6763,2014
103,11,331.l.793441.t.10,331.p.27585,2014
104,11,331.l.793441.t.3,331.p.6390,2014
105,11,331.l.793441.t.4,331.p.24035,2014
106,11,331.l.793441.t.5,331.p.25785,2014
107,11,331.l.793441.t.1,331.p.8063,2014
108,11,331.l.793441.t.8,331.p.25794,2014
109,11,331.l.793441.t.6,331.p.27556,2014
110,11,331.l.793441.t.9,331.p.24822,2014
111,12,331.l.793441.t.9,331.p.24135,2014
112,12,331.l.793441.t.6,331.p.26534,2014
113,12,331.l.793441.t.8,331.p.25820,2014
114,12,331.l.793441.t.1,331.p.100007,2014
115,12,331.l.793441.t.5,331.p.26561,2014
116,12,331.l.793441.t.4,331.p.27622,2014
117,12,331.l.793441.t.3,331.p.7776,2014
118,12,331.l.793441.t.10,331.p.27548,2014
119,12,331.l.793441.t.2,331.p.27535,2014
120,12,331.l.793441.t.7,331.p.5477,2014
121,13,331.l.793441.t.7,331.p.6770,2014
122,13,331.l.793441.t.2,331.p.9066,2014
123,13,331.l.793441.t.10,331.p.27583,2014
124,13,331.l.793441.t.3,331.p.7306,2014
125,13,331.l.793441.t.4,331.p.24961,2014
126,13,331.l.793441.t.5,331.p.8277,2014
127,13,331.l.793441.t.1,331.p.8447,2014
128,13,331.l.793441.t.8,331.p.100012,2014
129,13,331.l.793441.t.6,331.p.9276,2014
130,13,331.l.793441.t.9,331.p.24815,2014
131,14,331.l.793441.t.9,331.p.8838,2014
132,14,331.l.793441.t.6,331.p.100004,2014
133,14,331.l.793441.t.8,331.p.7505,2014
134,14,331.l.793441.t.1,331.p.26650,2014
135,14,331.l.793441.t.5,331.p.25744,2014
136,14,331.l.793441.t.4,331.p.6760,2014
137,14,331.l.793441.t.3,331.p.100017,2014
138,14,331.l.793441.t.10,331.p.26644,2014
139,14,331.l.793441.t.2,331.p.24901,2014
140,14,331.l.793441.t.7,331.p.7924,2014
141,15,331.l.793441.t.7,331.p.25427,2014
142,15,331.l.793441.t.2,331.p.25773,2014
143,15,331.l.793441.t.10,331.p.100003,2014
144,15,331.l.793441.t.3,331.p.5447,2014
145,15,331.l.793441.t.4,331.p.100002,2014
146,15,331.l.793441.t.5,331.p.9560,2014
147,15,331.l.793441.t.1,331.p.27550,2014
148,15,331.l.793441.t.8,331.p.27378,2014
149,15,331.l.793441.t.6,331.p.24318,2014
150,15,331.l.793441.t.9,331.p.100033,2014
