Pick,Round,Team,Player,Season
63,7,359.l.185373.t.1,359.p.27570,2016
64,7,359.l.185373.t.9,359.p.7924,2016
65,7,359.l.185373.t.10,359.p.7241,2016
66,7,359.l.185373.t.6,359.p.6337,2016
67,7,359.l.185373.t.8,359.p.25744,2016
68,7,359.l.185373.t.7,359.p.28403,2016
69,7,359.l.185373.t.5,359.p.23987,2016
70,7,359.l.185373.t.4,359.p.6760,2016
71,8,359.l.185373.t.4,359.p.26660,2016
72,8,359.l.185373.t.5,359.p.5228,2016
73,8,359.l.185373.t.7,359.p.6762,2016
74,8,359.l.185373.t.8,359.p.24400,2016
75,8,359.l.185373.t.6,359.p.28494,2016
76,8,359.l.185373.t.10,359.p.24057,2016
77,8,359.l.185373.t.9,359.p.100007,2016
78,8,359.l.185373.t.1,359.p.100029,2016
79,8,359.l.185373.t.2,359.p.28465,2016
80,8,359.l.185373.t.3,359.p.25876,2016
81,9,359.l.185373.t.3,359.p.6763,2016
82,9,359.l.185373.t.2,359.p.27531,2016
83,9,359.l.185373.t.1,359.p.24916,2016
84,9,359.l.185373.t.9,359.p.7867,2016
85,9,359.l.185373.t.10,359.p.9514,2016
86,9,359.l.185373.t.6,359.p.8907,2016
87,9,359.l.185373.t.8,359.p.29249,2016
88,9,359.l.185373.t.7,359.p.8826,2016
89,9,359.l.185373.t.5,359.p.26561,2016
90,9,359.l.185373.t.4,359.p.29274,2016
91,10,359.l.185373.t.4,359.p.5521,2016
92,10,359.l.185373.t.5,359.p.9274,2016
93,10,359.l.185373.t.7,359.p.100026,2016
94,10,359.l.185373.t.8,359.p.100022,2016
95,10,359.l.185373.t.6,359.p.100034,2016
96,10,359.l.185373.t.10,359.p.24967,2016
97,10,359.l.185373.t.9,359.p.28402,2016
98,10,359.l.185373.t.1,359.p.7237,2016
99,10,359.l.185373.t.2,359.p.26631,2016
100,10,359.l.185373.t.3,359.p.28457,2016
101,11,359.l.185373.t.3,359.p.28442,2016
102,11,359.l.185373.t.2,359.p.28395,2016
103,11,359.l.185373.t.1,359.p.27619,2016
104,11,359.l.185373.t.9,359.p.24936,2016
105,11,359.l.185373.t.10,359.p.100012,2016
106,11,359.l.185373.t.6,359.p.29279,2016
107,11,359.l.185373.t.8,359.p.6663,2016
108,11,359.l.185373.t.7,359.p.24318,2016
109,11,359.l.185373.t.5,359.p.28461,2016
110,11,359.l.185373.t.4,359.p.24845,2016
111,12,359.l.185373.t.4,359.p.9444,2016
112,12,359.l.185373.t.5,359.p.100014,2016
113,12,359.l.185373.t.7,359.p.28014,2016
114,12,359.l.185373.t.8,359.p.28026,2016
115,12,359.l.185373.t.6,359.p.26644,2016
116,12,359.l.185373.t.10,359.p.25427,2016
117,12,359.l.185373.t.9,359.p.26658,2016
118,12,359.l.185373.t.1,359.p.8838,2016
119,12,359.l.185373.t.2,359.p.28424,2016
120,12,359.l.185373.t.3,359.p.25812,2016
121,13,359.l.185373.t.3,359.p.28534,2016
122,13,359.l.185373.t.2,359.p.27597,2016
123,13,359.l.185373.t.1,359.p.9526,2016
124,13,359.l.185373.t.9,359.p.6624,2016
125,13,359.l.185373.t.10,359.p.6390,2016
126,13,359.l.185373.t.6,359.p.27564,2016
127,13,359.l.185373.t.8,359.p.24913,2016
128,13,359.l.185373.t.7,359.p.28537,2016
129,13,359.l.185373.t.5,359.p.9353,2016
130,13,359.l.185373.t.4,359.p.28475,2016
131,14,359.l.185373.t.4,359.p.28389,2016
132,14,359.l.185373.t.5,359.p.29281,2016
133,14,359.l.185373.t.7,359.p.28417,2016
134,14,359.l.185373.t.8,359.p.25793,2016
135,14,359.l.185373.t.6,359.p.26702,2016
136,14,359.l.185373.t.10,359.p.9010,2016
137,14,359.l.185373.t.9,359.p.25810,2016
138,14,359.l.185373.t.1,359.p.28428,2016
139,14,359.l.185373.t.2,359.p.24070,2016
140,14,359.l.185373.t.3,359.p.8447,2016
141,15,359.l.185373.t.3,359.p.100004,2016
142,15,359.l.185373.t.2,359.p.26534,2016
143,15,359.l.185373.t.1,359.p.28429,2016
144,15,359.l.185373.t.9,359.p.100017,2016
145,15,359.l.185373.t.10,359.p.27538,2016
146,15,359.l.185373.t.6,359.p.9066,2016
147,15,359.l.185373.t.8,359.p.9219,2016
148,15,359.l.185373.t.7,359.p.28103,2016
149,15,359.l.185373.t.5,359.p.28227,2016
150,15,359.l.185373.t.4,359.p.100025,2016
