Pick,Round,Team,Player,Season
54,6,371.l.525547.t.4,371.p.24035,2017
55,6,371.l.525547.t.10,371.p.26708,2017
56,6,371.l.525547.t.9,371.p.26878,2017
57,6,371.l.525547.t.7,371.p.29383,2017
58,6,371.l.525547.t.8,371.p.7241,2017
59,6,371.l.525547.t.2,371.p.6762,2017
60,6,371.l.525547.t.3,371.p.26644,2017
61,7,371.l.525547.t.3,371.p.25785,2017
62,7,371.l.525547.t.2,371.p.24913,2017
63,7,371.l.525547.t.8,371.p.9560,2017
64,7,371.l.525547.t.7,371.p.28461,2017
65,7,371.l.525547.t.9,371.p.7867,2017
66,7,371.l.525547.t.10,371.p.27532,2017
67,7,371.l.525547.t.4,371.p.28402,2017
68,7,371.l.525547.t.1,371.p.28493,2017
69,7,371.l.525547.t.5,371.p.24057,2017
70,7,371.l.525547.t.6,371.p.28534,2017
71,8,371.l.525547.t.6,371.p.24788,2017
72,8,371.l.525547.t.5,371.p.25741,2017
73,8,371.l.525547.t.1,371.p.8261,2017
74,8,371.l.525547.t.4,371.p.25812,2017
75,8,371.l.525547.t.10,371.p.6770,2017
76,8,371.l.525547.t.9,371.p.8982,2017
77,8,371.l.525547.t.7,371.p.24830,2017
78,8,371.l.525547.t.8,371.p.6763,2017
79,8,371.l.525547.t.2,371.p.28390,2017
80,8,371.l.525547.t.3,371.p.7924,2017
81,9,371.l.525547.t.3,371.p.29279,2017
82,9,371.l.525547.t.2,371.p.27591,2017
83,9,371.l.525547.t.8,371.p.7868,2017
84,9,371.l.525547.t.7,371.p.26534,2017
85,9,371.l.525547.t.9,371.p.100026,2017
86,9,371.l.525547.t.10,371.p.27564,2017
87,9,371.l.525547.t.4,371.p.26658,2017
88,9,371.l.525547.t.1,371.p.100007,2017
89,9,371.l.525547.t.5,371.p.29694,2017
90,9,371.l.525547.t.6,371.p.8263,2017
91,10,371.l.525547.t.6,371.p.24318,2017
92,10,371.l.525547.t.5,371.p.100022,2017
93,10,371.l.525547.t.1,371.p.8838,2017
94,10,371.l.525547.t.4,371.p.28691,2017
95,10,371.l.525547.t.10,371.p.8826,2017
96,10,371.l.525547.t.9,371.p.9283,2017
97,10,371.l.525547.t.7,371.p.26787,2017
98,10,371.l.525547.t.8,371.p.100034,2017
99,10,371.l.525547.t.2,371.p.27622,2017
100,10,371.l.525547.t.3,371.p.27619,2017
101,11,371.l.525547.t.3,371.p.8781,2017
102,11,371.l.525547.t.2,371.p.28389,2017
103,11,371.l.525547.t.8,371.p.24851,2017
104,11,371.l.525547.t.7,371.p.100017,2017
105,11,371.l.525547.t.9,371.p.29369,2017
106,11,371.l.525547.t.10,371.p.8790,2017
107,11,371.l.525547.t.4,371.p.9294,2017
108,11,371.l.525547.t.1,371.p.27120,2017
109,11,371.l.525547.t.5,371.p.28026,2017
110,11,371.l.525547.t.6,371.p.26822,2017
111,12,371.l.525547.t.6,371.p.27618,2017
112,12,371.l.525547.t.5,371.p.25427,2017
113,12,371.l.525547.t.1,371.p.25711,2017
114,12,371.l.525547.t.4,371.p.29324,2017
115,12,371.l.525547.t.10,371.p.6663,2017
116,12,371.l.525547.t.9,371.p.24062,2017
117,12,371.l.525547.t.7,371.p.25937,2017
118,12,371.l.525547.t.8,371.p.26684,2017
119,12,371.l.525547.t.2,371.p.28465,2017
120,12,371.l.525547.t.3,371.p.8447,2017
121,13,371.l.525547.t.3,371.p.100023,2017
122,13,371.l.525547.t.2,371.p.6243,2017
123,13,371.l.525547.t.8,371.p.29269,2017
124,13,371.l.525547.t.7,371.p.9265,2017
125,13,371.l.525547.t.9,371.p.28714,2017
126,13,371.l.525547.t.10,371.p.3727,2017
127,13,371.l.525547.t.4,371.p.28395,2017
128,13,371.l.525547.t.1,371.p.30118,2017
129,13,371.l.525547.t.5,371.p.24932,2017
130,13,371.l.525547.t.6,371.p.100012,2017
131,14,371.l.525547.t.6,371.p.25178,2017
132,14,371.l.525547.t.5,371.p.29249,2017
133,14,371.l.525547.t.1,371.p.8850,2017
134,14,371.l.525547.t.4,371.p.29754,2017
135,14,371.l.525547.t.10,371.p.100009,2017
136,14,371.l.525547.t.9,371.p.27277,2017
137,14,371.l.525547.t.7,371.p.7306,2017
138,14,371.l.525547.t.8,371.p.30150,2017
139,14,371.l.525547.t.2,371.p.27570,2017
140,14,371.l.525547.t.3,371.p.6760,2017
141,15,371.l.525547.t.3,371.p.100033,2017
142,15,371.l.525547.t.2,371.p.100016,2017
143,15,371.l.525547.t.8,371.p.5046,2017
144,15,371.l.525547.t.7,371.p.9348,2017
145,15,371.l.525547.t.9,371.p.8821,2017
146,15,371.l.525547.t.10,371.p.24822,2017
147,15,371.l.525547.t.4,371.p.100019,2017
148,15,371.l.525547.t.1,371.p.30362,2017
149,15,371.l.525547.t.5,371.p.30851,2017
150,15,371.l.525547.t.6,371.p.25876,2017
